"Number of students entered for vocationally related qualifications (VRQ) by institution, subject and grade achieved",,,,,,,,,,,,,
,,,,,,,Grade achieved,,,,,,
Local Authority,URN,School or college name,Institution Type,Qualification,Subject,Number entered ,Grade A*,Grade A,Grade B,Grade C,Grade D,Grade E,No Result
Peterborough,130613,Peterborough Regional College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,6,0,0,1,1,4,0,0
Warrington,130617,Warrington Collegiate,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cheshire East,130619,South Cheshire College,Tertiary College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,23,0,10,11,2,0,0,0
Warrington,130624,Priestley College,Sixth Form Centre / Consortia,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),30,0,2,13,9,4,0,2
Warrington,130624,Priestley College,Sixth Form Centre / Consortia,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),10,0,3,4,3,0,0,0
Cornwall,130627,Cornwall College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,11,0,1,0,2,5,3,0
Cornwall,130627,Cornwall College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,23,0,6,7,7,2,1,0
Cornwall,130627,Cornwall College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cornwall,130629,Truro and Penwith College,Tertiary College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cornwall,130629,Truro and Penwith College,Tertiary College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,25,0,0,14,11,0,0,0
Cumbria,130633,Furness College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,17,0,2,4,5,4,2,0
Cumbria,130633,Furness College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,18,0,1,4,3,9,1,0
Cumbria,130634,Carlisle College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,7,0,1,1,5,0,0,0
Derbyshire,130638,Chesterfield College,General Further Education College,CACHE Level 3 Award in Child Care and Education,Childcare Skills,16,0,0,3,8,5,0,0
Derbyshire,130638,Chesterfield College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Derbyshire,130638,Chesterfield College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,42,0,5,4,17,12,4,0
Derbyshire,130638,Chesterfield College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Torbay,130648,South Devon College,General Further Education College,CACHE Level 3 Award in Child Care and Education,Childcare Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Torbay,130648,South Devon College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,24,0,6,12,1,3,2,0
Torbay,130648,South Devon College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,17,0,10,5,2,0,0,0
Torbay,130648,South Devon College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),10,0,0,0,6,3,0,1
Plymouth,130649,City College Plymouth,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Poole,130652,The Bournemouth and Poole College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,21,0,2,4,4,9,2,0
Poole,130652,The Bournemouth and Poole College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,12,0,0,2,1,5,4,0
Poole,130652,The Bournemouth and Poole College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),7,0,3,4,0,0,0,0
Poole,130652,The Bournemouth and Poole College,General Further Education College,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),7,0,4,3,0,0,0,0
Dorset,130653,Weymouth College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,15,0,0,1,7,4,3,0
Dorset,130653,Weymouth College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,10,0,0,3,3,4,0,0
Darlington,130656,Darlington College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Darlington,130656,Darlington College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,37,0,13,8,8,6,2,0
Darlington,130656,Darlington College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),17,0,0,2,2,8,2,3
Darlington,130656,Darlington College,General Further Education College,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),11,0,0,2,4,3,2,0
County Durham,130657,Bishop Auckland College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,8,0,3,1,2,2,0,0
County Durham,130659,New College Durham,General Further Education College,CACHE Level 3 Award in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
County Durham,130659,New College Durham,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,16,0,2,3,5,3,3,0
County Durham,130659,New College Durham,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,67,0,28,16,12,5,6,0
Brighton and Hove,130663,City College Brighton and Hove,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
East Sussex,130665,Sussex Coast College Hastings,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Brighton and Hove,130668,Varndean College,Sixth Form Centre / Consortia,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Brighton and Hove,130669,Brighton Hove and Sussex Sixth Form College,Sixth Form Centre / Consortia,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),21,0,2,7,8,0,0,4
East Sussex,130670,Bexhill College,Sixth Form Centre / Consortia,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Southend-on-Sea,130672,South Essex College of Further and  Higher Education,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Southend-on-Sea,130672,South Essex College of Further and  Higher Education,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),26,0,0,1,10,5,1,9
Essex,130674,Colchester Institute,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),6,0,0,0,3,2,0,1
Essex,130677,Epping Forest College,Tertiary College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,25,0,6,3,12,4,0,0
Essex,130679,Chelmsford College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,42,0,11,11,13,6,1,0
Essex,130680,The Sixth Form College Colchester,Sixth Form Centre / Consortia,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),200,0,18,66,56,36,6,18
Essex,130680,The Sixth Form College Colchester,Sixth Form Centre / Consortia,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),50,0,15,27,4,2,0,2
Essex,130681,SEEVIC College,Sixth Form Centre / Consortia,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),66,0,6,14,26,18,2,0
Essex,130681,SEEVIC College,Sixth Form Centre / Consortia,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),64,0,8,21,23,9,1,2
Gloucestershire,130683,Gloucestershire College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Gloucestershire,130686,Cirencester Tertiary College,Tertiary College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Gloucestershire,130686,Cirencester Tertiary College,Tertiary College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,10,0,4,1,2,3,0,0
Gloucestershire,130686,Cirencester Tertiary College,Tertiary College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hampshire,130689,Farnborough College of Technology,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hampshire,130689,Farnborough College of Technology,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,14,0,5,1,4,2,2,0
Hampshire,130692,Eastleigh College,General Further Education College,CACHE Level 3 Award in Child Care and Education,Childcare Skills,25,0,1,7,11,4,2,0
Hampshire,130692,Eastleigh College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,25,0,0,9,6,10,0,0
Hampshire,130692,Eastleigh College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,23,0,3,11,3,5,1,0
Hampshire,130695,The South Downs College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),47,0,11,16,12,4,0,4
Hampshire,130695,The South Downs College,General Further Education College,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),20,0,12,6,2,0,0,0
Southampton,130696,Southampton City College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,6,0,0,2,1,2,1,0
Portsmouth,130697,Highbury College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,13,0,2,8,2,1,0,0
Portsmouth,130697,Highbury College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,6,0,1,2,1,0,2,0
Hampshire,130698,Sparsholt College Hampshire,Agriculture and Horticulture College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hampshire,130699,Totton College,Sixth Form Centre / Consortia,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,10,0,5,2,1,2,0,0
Southampton,130704,Itchen College,Sixth Form Centre / Consortia,CACHE Level 3 Award in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Southampton,130704,Itchen College,Sixth Form Centre / Consortia,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,19,0,8,7,1,3,0,0
Southampton,130704,Itchen College,Sixth Form Centre / Consortia,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,17,0,6,5,4,1,1,0
Southampton,130704,Itchen College,Sixth Form Centre / Consortia,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),34,0,1,5,19,4,0,5
Hampshire,130705,St Vincent College,Sixth Form Centre / Consortia,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hampshire,130705,St Vincent College,Sixth Form Centre / Consortia,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Portsmouth,130706,Portsmouth College,Sixth Form Centre / Consortia,"AQA Level 3 Certificate in Enterprise, Employability and Personal Finance",Preparation for Work,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Southampton,130707,Richard Taunton Sixth Form College,Sixth Form Centre / Consortia,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,12,0,2,1,6,3,0,0
Hampshire,130708,Peter Symonds College,Further Education Sector Institution,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),9,0,2,3,2,1,0,1
Worcestershire,130709,South Worcestershire  College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,10,0,0,0,3,3,4,0
"Herefordshire, County of",130710,Herefordshire & Ludlow College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,17,0,1,2,3,8,3,0
"Herefordshire, County of",130710,Herefordshire & Ludlow College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Worcestershire,130713,Heart of Worcestershire College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,24,0,0,5,18,1,0,0
"Herefordshire, County of",130714,Hereford College of Arts,"Art, Design and Performing Art College",CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,130720,West Herts College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,130720,West Herts College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,130721,North Hertfordshire College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,130722,Hertford Regional College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,130722,Hertford Regional College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,21,0,2,7,6,5,1,0
Hertfordshire,130722,Hertford Regional College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),9,0,0,0,0,1,0,8
Hertfordshire,130723,Oaklands College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,34,0,5,12,7,1,9,0
Hertfordshire,130723,Oaklands College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,130723,Oaklands College,General Further Education College,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Isle of Wight,130724,The Isle of Wight College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Isle of Wight,130724,The Isle of Wight College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,29,0,1,10,12,5,1,0
Kent,130725,North West Kent College of Technology,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,26,0,1,9,11,4,1,0
Kent,130725,North West Kent College of Technology,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,20,0,2,6,4,2,6,0
Kent,130725,North West Kent College of Technology,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,130725,North West Kent College of Technology,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,130725,North West Kent College of Technology,General Further Education College,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Medway,130726,MidKent College,General Further Education College,CACHE Level 3 Award in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Medway,130726,MidKent College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,7,0,1,1,2,3,0,0
Medway,130726,MidKent College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,21,0,6,12,3,0,0,0
Medway,130726,MidKent College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),16,0,0,2,8,1,1,4
Kent,130727,West Kent and Ashford College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,12,0,3,6,3,0,0,0
Kent,130727,West Kent and Ashford College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,130730,Canterbury College,General Further Education College,CACHE Level 3 Award in Child Care and Education,Childcare Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,130730,Canterbury College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,130730,Canterbury College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,28,0,11,6,8,3,0,0
Kent,130730,Canterbury College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),23,0,4,2,12,4,1,0
Kent,130730,Canterbury College,General Further Education College,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),23,0,1,7,3,4,1,7
Lancashire,130735,Burnley College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),23,0,1,4,8,6,1,3
Blackburn with Darwen,130736,Blackburn College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),21,0,0,0,10,6,3,2
Blackburn with Darwen,130736,Blackburn College,General Further Education College,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),10,0,0,2,6,1,0,1
Lancashire,130738,Nelson and Colne College,Tertiary College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,19,0,1,7,9,2,0,0
Lancashire,130738,Nelson and Colne College,Tertiary College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Blackpool,130739,Blackpool and the Fylde College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,8,0,0,3,2,0,3,0
Lancashire,130740,Preston College,Tertiary College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Blackpool,130744,The Blackpool Sixth Form College,Sixth Form Centre / Consortia,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),35,0,11,19,2,3,0,0
Blackpool,130744,The Blackpool Sixth Form College,Sixth Form Centre / Consortia,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),28,0,13,14,1,0,0,0
Blackburn with Darwen,130746,St Mary's College,Further Education Sector Institution,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),42,0,5,19,14,4,0,0
Blackburn with Darwen,130746,St Mary's College,Further Education Sector Institution,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),39,0,9,23,7,0,0,0
Leicestershire,130747,Stephenson College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,15,0,1,9,3,2,0,0
Leicestershire,130748,Loughborough College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Leicestershire,130748,Loughborough College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,19,0,7,7,4,1,0,0
Leicestershire,130748,Loughborough College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Leicestershire,130750,South Leicestershire College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,7,0,0,1,6,0,0,0
Leicester,130756,Wyggeston and Queen Elizabeth I College,Sixth Form Centre / Consortia,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),260,0,13,85,97,51,2,12
Lincolnshire,130759,Grantham College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),9,0,1,3,1,3,0,1
Lincolnshire,130759,Grantham College,General Further Education College,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lincolnshire,130760,New College Stamford,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lincolnshire,130761,Boston College,General Further Education College,CACHE Level 3 Award in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lincolnshire,130761,Boston College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,13,0,1,2,6,4,0,0
Lincolnshire,130761,Boston College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,9,0,0,1,4,3,1,0
Lincolnshire,130761,Boston College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),20,0,1,3,7,4,1,4
Lincolnshire,130761,Boston College,General Further Education College,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),8,0,1,2,4,1,0,0
Lincolnshire,130762,Lincoln College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,28,0,6,7,7,3,5,0
Norfolk,130764,Norwich City College of Further and Higher Education,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,11,0,1,1,8,1,0,0
Norfolk,130767,East Norfolk Sixth Form College,Sixth Form Centre / Consortia,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),8,0,2,4,1,0,0,1
Northamptonshire,130769,Northampton College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Northamptonshire,130769,Northampton College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,37,0,7,10,11,6,3,0
Northamptonshire,130769,Northampton College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Northamptonshire,130771,Tresham College of Further and Higher Education,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,9,0,0,2,6,0,1,0
Northamptonshire,130771,Tresham College of Further and Higher Education,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,9,0,1,2,2,3,1,0
Northumberland,130773,Northumberland College,General Further Education College,CACHE Level 3 Award in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Northumberland,130773,Northumberland College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,15,0,4,1,3,6,1,0
Northumberland,130773,Northumberland College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,15,0,3,6,5,0,1,0
Nottingham,130776,New College Nottingham,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottingham,130776,New College Nottingham,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottinghamshire,130777,West Nottinghamshire College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,27,0,0,10,16,1,0,0
Nottinghamshire,130779,North Nottinghamshire College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,7,0,0,0,4,3,0,0
Nottinghamshire,130783,Central College Nottingham,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Oxfordshire,130789,The Henley College,Sixth Form Centre / Consortia,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Oxfordshire,130793,Abingdon and Witney College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Telford and Wrekin,130796,Telford College of Arts and Technology,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,28,0,5,8,8,7,0,0
Shropshire,130797,Walford and North Shropshire College,Tertiary College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,8,0,3,0,2,1,2,0
Shropshire,130798,Shrewsbury College of Arts and Technology,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Shropshire,130798,Shrewsbury College of Arts and Technology,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,15,0,1,10,1,3,0,0
Somerset,130805,Yeovil College,Tertiary College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Somerset,130805,Yeovil College,Tertiary College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,20,0,12,3,4,1,0,0
Somerset,130806,Strode College,Tertiary College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,15,0,6,2,4,2,1,0
Staffordshire,130809,Burton and South Derbyshire College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,15,0,1,5,4,2,3,0
Staffordshire,130813,Stafford College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Staffordshire,130813,Stafford College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,14,0,1,6,2,3,2,0
Stoke-on-Trent,130815,Stoke-on-Trent College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,10,0,0,7,3,0,0,0
Suffolk,130818,West Suffolk College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,21,0,0,1,10,6,4,0
Suffolk,130818,West Suffolk College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,19,0,1,1,3,10,4,0
Suffolk,130819,Lowestoft College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,7,0,0,2,0,3,2,0
Suffolk,130820,Suffolk New College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,34,0,5,6,8,9,6,0
Surrey,130823,Guildford College of Further and Higher Education,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,9,0,2,4,1,2,0,0
Surrey,130823,Guildford College of Further and Higher Education,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,27,0,6,6,5,7,3,0
Surrey,130824,East Surrey College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,6,0,2,3,1,0,0,0
Surrey,130825,Brooklands College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Surrey,130825,Brooklands College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,7,0,0,4,3,0,0,0
Surrey,130828,Godalming College,Sixth Form Centre / Consortia,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Surrey,130828,Godalming College,Sixth Form Centre / Consortia,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,16,0,9,3,4,0,0,0
