"Number of students entered for vocationally related qualifications (VRQ) by institution, subject and grade achieved",,,,,,,,,,,,,
,,,,,,,Grade achieved,,,,,,
Local Authority,URN,School or college name,Institution Type,Qualification,Subject,Number entered ,Grade A*,Grade A,Grade B,Grade C,Grade D,Grade E,No Result
Buckinghamshire,136771,John Hampden Grammar School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),26,0,1,9,13,1,0,2
Somerset,136791,The West Somerset Community College,Converter Academy,CACHE Level 3 Award in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Somerset,136791,The West Somerset Community College,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,8,0,2,1,3,1,1,0
Suffolk,136827,Copleston High School,Converter Academy,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,9,0,0,0,9,0,0,0
Milton Keynes,136844,The Hazeley Academy,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),101,0,15,22,31,19,6,8
Milton Keynes,136844,The Hazeley Academy,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),34,0,2,16,9,3,1,3
Medway,136864,Rainham Mark Grammar School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),129,0,40,47,33,7,0,2
Medway,136864,Rainham Mark Grammar School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),10,0,3,6,1,0,0,0
Essex,136868,The King Edmund School,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,13,0,7,1,2,2,1,0
Lincolnshire,136871,North Kesteven School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),10,0,2,2,4,1,0,1
Nottinghamshire,136878,Toot Hill School,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Birmingham,136882,Aston Manor Academy,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),25,0,1,1,4,9,3,7
Birmingham,136882,Aston Manor Academy,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),7,0,1,2,4,0,0,0
Wirral,136895,The Oldershaw Academy,Converter Academy,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Buckinghamshire,136964,Great Marlow School,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Suffolk,136969,Kesgrave High School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Suffolk,136969,Kesgrave High School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cambridgeshire,136974,Sawtry Community College,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,9,0,4,3,2,0,0,0
Cambridgeshire,136992,Longsands Academy,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),16,0,1,1,6,2,1,5
Essex,137013,Notley High School and Braintree Sixth Form,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Birmingham,137034,Holyhead School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),23,0,4,7,5,4,1,2
Birmingham,137034,Holyhead School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),21,0,2,8,7,3,0,1
Hertfordshire,137038,Verulam School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),41,0,5,19,13,1,0,3
Hertfordshire,137038,Verulam School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),22,0,2,15,5,0,0,0
Milton Keynes,137052,Ousedale School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),46,0,14,19,5,6,0,2
Milton Keynes,137052,Ousedale School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),36,0,14,18,3,1,0,0
Peterborough,137082,Nene Park Academy,Sponsored Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),10,0,3,3,3,1,0,0
Peterborough,137082,Nene Park Academy,Sponsored Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),10,0,4,5,0,1,0,0
Northamptonshire,137089,Caroline Chisholm School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),16,0,7,7,1,0,0,1
Northamptonshire,137089,Caroline Chisholm School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),13,0,4,7,2,0,0,0
Enfield,137094,Enfield Grammar School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),19,0,3,9,5,2,0,0
Enfield,137094,Enfield Grammar School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),28,0,9,8,8,0,0,3
Kent,137104,Hillview School for Girls,Converter Academy,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,8,0,4,3,1,0,0,0
Medway,137119,The Hundred of Hoo Academy,Sponsored Academy,CACHE Level 3 Award in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Medway,137119,The Hundred of Hoo Academy,Sponsored Academy,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Essex,137152,Ormiston Rivers Academy,Sponsored Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
County Durham,137153,Teesdale School,Converter Academy,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
County Durham,137153,Teesdale School,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,137156,Leventhorpe,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),26,0,6,12,8,0,0,0
Hertfordshire,137156,Leventhorpe,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),15,0,7,7,1,0,0,0
Nottinghamshire,137158,The Manor Academy,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottinghamshire,137158,The Manor Academy,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Dorset,137163,The Thomas Hardye School,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,7,0,1,1,2,2,1,0
Central Bedfordshire,137169,Vandyke Upper School and Community College,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),14,0,4,7,3,0,0,0
Central Bedfordshire,137169,Vandyke Upper School and Community College,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),11,0,5,5,1,0,0,0
Cornwall,137223,Falmouth School,Converter Academy,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Havering,137233,Sacred Heart of Mary Girls' School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),14,0,7,6,1,0,0,0
Havering,137233,Sacred Heart of Mary Girls' School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),14,0,8,5,1,0,0,0
Walsall,137274,The Mirus Academy,Sponsored Academy,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Walsall,137274,The Mirus Academy,Sponsored Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Buckinghamshire,137280,Chiltern Hills Academy,Sponsored Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),14,0,1,3,4,3,0,3
Buckinghamshire,137280,Chiltern Hills Academy,Sponsored Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),9,0,2,2,4,1,0,0
Lincolnshire,137282,University Academy Holbeach,Sponsored Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Slough,137287,Slough and Eton CofE Business and Enterprise College,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),26,0,2,13,6,3,1,1
Slough,137287,Slough and Eton CofE Business and Enterprise College,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),22,0,2,14,4,2,0,0
Wiltshire,137308,Malmesbury School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),45,0,12,11,10,8,0,4
Wiltshire,137308,Malmesbury School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),10,0,5,3,2,0,0,0
Southend-on-Sea,137310,St Thomas More High School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),54,0,8,23,16,5,0,2
Southend-on-Sea,137310,St Thomas More High School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),30,0,7,14,5,1,0,3
Staffordshire,137356,Biddulph High School,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,7,0,2,1,4,0,0,0
Barnet,137361,Whitefield School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cumbria,137369,Trinity School,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,9,0,5,2,2,0,0,0
Central Bedfordshire,137462,Cedars Upper School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),13,0,4,4,5,0,0,0
Central Bedfordshire,137462,Cedars Upper School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),10,0,3,4,3,0,0,0
Bedford,137522,Wootton Upper School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),22,0,2,10,5,4,0,1
Bedford,137522,Wootton Upper School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),15,0,3,6,5,1,0,0
Thurrock,137549,Harris Academy Chafford Hundred,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),29,0,3,12,8,3,1,2
Thurrock,137549,Harris Academy Chafford Hundred,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),19,0,3,12,4,0,0,0
Northumberland,137598,Berwick Academy,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,9,0,3,1,4,1,0,0
Hounslow,137618,Feltham Community College,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Sandwell,137673,Ormiston Forge Academy,Sponsored Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,137687,Sittingbourne Community College,Sponsored Academy,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,137687,Sittingbourne Community College,Sponsored Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,8,0,0,0,4,3,1,0
Leeds,137704,Otley Prince Henry's Grammar School Specialist Language College,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),9,0,3,4,0,0,0,2
Croydon,137754,Norbury Manor Business and Enterprise College for Girls,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),10,0,0,2,3,3,1,1
Nottinghamshire,137763,The Brunts Academy,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),14,0,3,5,3,3,0,0
Nottinghamshire,137763,The Brunts Academy,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),10,0,2,6,2,0,0,0
Essex,137790,Plume School,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,8,0,2,2,4,0,0,0
Nottingham,137798,Bluecoat Academy,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,11,0,1,3,6,1,0,0
Kent,137800,Borden Grammar School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),11,0,5,5,1,0,0,0
Kent,137800,Borden Grammar School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),9,0,6,3,0,0,0,0
Wirral,137815,Weatherhead High School,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,6,0,0,2,4,0,0,0
Walsall,137830,Joseph Leckie Academy,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,10,0,5,4,1,0,0,0
Kent,137833,The Maplesden Noakes School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),19,0,3,6,1,4,0,5
Kent,137833,The Maplesden Noakes School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),9,0,4,4,1,0,0,0
Hillingdon,137844,Barnhill Community High School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),16,0,1,4,9,2,0,0
Hillingdon,137844,Barnhill Community High School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),14,0,1,7,5,1,0,0
Hertfordshire,137847,Stanborough School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),19,0,8,5,4,2,0,0
Hertfordshire,137847,Stanborough School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),10,0,7,2,0,1,0,0
Central Bedfordshire,137886,Stratton Upper School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),73,2,16,28,19,6,0,2
Central Bedfordshire,137886,Stratton Upper School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),26,0,8,14,2,1,0,1
Wirral,137929,Upton Hall School FCJ,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Central Bedfordshire,137941,Harlington Upper School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Central Bedfordshire,137948,Samuel Whitbread Academy,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),14,0,1,1,3,5,1,3
Bradford,138087,Belle Vue Girls' School,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,6,0,0,2,4,0,0,0
Bromley,138114,The Priory School,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Suffolk,138162,Castle Manor Academy,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Suffolk,138162,Castle Manor Academy,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Northamptonshire,138214,The Duston School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Northamptonshire,138214,The Duston School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,138286,Beaumont School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),6,0,0,3,2,1,0,0
Hertfordshire,138286,Beaumont School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,138356,St George's School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),6,1,0,0,3,1,0,1
Bournemouth,138385,Leaf Studio,Free School – Studio School,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
West Berkshire,138525,Trinity School,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Central Bedfordshire,138571,Queensbury Academy,Sponsored Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),11,0,0,3,7,1,0,0
Sheffield,138841,King Ecgbert School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),9,0,0,3,5,1,0,0
Torbay,138863,Paignton Community and Sports Academy,Sponsored Academy,CACHE Level 3 Award in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Torbay,138863,Paignton Community and Sports Academy,Sponsored Academy,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Torbay,138863,Paignton Community and Sports Academy,Sponsored Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),12,0,6,3,2,1,0,0
Torbay,138863,Paignton Community and Sports Academy,Sponsored Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),13,0,9,2,2,0,0,0
Windsor and Maidenhead,138879,Desborough College,Sponsored Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),6,0,1,2,1,0,0,2
Birmingham,138937,Handsworth Wood Girls' Academy,Converter Academy,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Birmingham,138937,Handsworth Wood Girls' Academy,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,10,0,1,2,3,3,1,0
Birmingham,138937,Handsworth Wood Girls' Academy,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),10,0,1,2,2,3,0,2
Birmingham,138937,Handsworth Wood Girls' Academy,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottinghamshire,139063,Sutton Community Academy,Sponsored Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
South Gloucestershire,139067,Abbeywood Community School,Sponsored Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,139075,Meopham School,Sponsored Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),6,0,2,2,2,0,0,0
Kent,139075,Meopham School,Sponsored Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Northamptonshire,139100,Elizabeth Woodville School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),23,0,3,10,7,2,0,1
Northamptonshire,139100,Elizabeth Woodville School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),18,0,7,5,6,0,0,0
Cornwall,139155,Launceston College,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Luton,139237,Barnfield Business and Enterprise Studio,Free School – Studio School,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
South Gloucestershire,139238,South Gloucestershire and Stroud College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,25,0,5,4,5,8,3,0
South Gloucestershire,139238,South Gloucestershire and Stroud College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,23,0,6,7,5,3,2,0
South Gloucestershire,139238,South Gloucestershire and Stroud College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cambridgeshire,139272,Neale-Wade Academy,Sponsored Academy,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cambridgeshire,139272,Neale-Wade Academy,Sponsored Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hounslow,139276,Kingsley Academy,Sponsored Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),10,0,1,2,6,0,0,1
Sandwell,139328,The ACE Academy,Sponsored Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),6,0,0,1,2,2,0,1
Sandwell,139328,The ACE Academy,Sponsored Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bedford,139517,St Thomas More Catholic School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),16,0,0,2,5,4,0,5
Leicestershire,139624,Beauchamp College,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Oxfordshire,139997,Carfax Tutorial Establishment,Independent School,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Dudley,140126,Bishop Milner Catholic College,Converter Academy,CACHE Level 3 Certificate in Supporting Teaching and Learning in Schools,School Support Work / Helpers,27,0,5,4,10,3,5,0
