"Number of students passing a BTEC extended diploma by institution, subject and grade achieved",,,,,,,,,,,,,,,,
,,,,,,,Grade achieved,,,,,,,,,
Local Authority,URN,School or college name,Institution Type,Qualification,Subject,Number passed ,Triple Distinction Star,Double Distinction Star Distinction,Distinction Star Double Distinction,Triple Distinction,Double Distinction Merit,Distinction Double Merit,Triple Merit,Double Merit Pass,Merit Double Pass,Triple Pass
Somerset,130805,Yeovil College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Multimedia,14,0,1,0,2,1,5,0,1,1,3
Somerset,130805,Yeovil College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Somerset,130805,Yeovil College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Public Services,8,0,0,1,0,0,0,1,2,2,2
Somerset,130805,Yeovil College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Somerset,130805,Yeovil College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,11,0,1,1,0,0,3,1,1,0,4
Somerset,130805,Yeovil College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,12,0,0,0,0,1,1,2,1,0,7
Somerset,130806,Strode College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Art & Design,17,2,0,2,0,1,2,3,3,2,2
Somerset,130806,Strode College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Business Studies,14,2,1,1,5,1,1,0,0,0,3
Somerset,130806,Strode College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,23,7,0,1,3,4,2,5,0,1,0
Somerset,130806,Strode College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Engineering Studies,10,2,1,1,0,1,2,1,1,1,0
Somerset,130806,Strode College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Health Studies,25,18,0,1,1,1,2,0,1,1,0
Somerset,130806,Strode College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Hospitality / Catering Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Somerset,130806,Strode College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Multimedia,9,0,0,2,0,2,2,2,1,0,0
Somerset,130806,Strode College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),9,0,1,2,0,0,3,1,1,1,0
Somerset,130806,Strode College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),10,2,0,0,1,1,2,2,2,0,0
Somerset,130806,Strode College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Public Services,27,8,3,2,3,3,0,3,3,1,1
Somerset,130806,Strode College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,10,1,2,0,0,3,3,0,1,0,0
Somerset,130806,Strode College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,20,7,3,0,2,2,1,2,0,1,2
Somerset,130808,Richard Huish College,Further Education Sector Institution,Pearson BTEC Level 3 Extended Diploma,Sports Studies,20,3,0,1,3,6,2,3,1,1,0
Staffordshire,130809,Burton and South Derbyshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Acting Skills,9,0,1,1,1,1,2,0,1,2,0
Staffordshire,130809,Burton and South Derbyshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,18,3,5,0,2,0,4,2,0,0,2
Staffordshire,130809,Burton and South Derbyshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,24,2,3,3,2,3,1,5,2,2,1
Staffordshire,130809,Burton and South Derbyshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,13,2,0,1,2,1,1,2,0,2,2
Staffordshire,130809,Burton and South Derbyshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,23,0,3,1,3,3,1,5,3,1,3
Staffordshire,130809,Burton and South Derbyshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Construction Technology (Basic),8,0,0,1,1,0,0,3,0,2,1
Staffordshire,130809,Burton and South Derbyshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Dance: General,13,0,1,0,0,1,5,0,3,2,1
Staffordshire,130809,Burton and South Derbyshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Fashion / Textiles Design,7,0,0,3,0,3,1,0,0,0,0
Staffordshire,130809,Burton and South Derbyshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Graphic Design,16,2,0,0,2,3,1,0,2,3,3
Staffordshire,130809,Burton and South Derbyshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,22,3,1,7,2,4,0,1,0,2,2
Staffordshire,130809,Burton and South Derbyshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,31,4,1,0,1,3,5,7,1,4,5
Staffordshire,130809,Burton and South Derbyshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Staffordshire,130809,Burton and South Derbyshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),14,0,0,1,2,2,1,1,4,1,2
Staffordshire,130809,Burton and South Derbyshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Photography,20,3,1,0,4,4,1,3,3,1,0
Staffordshire,130809,Burton and South Derbyshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,13,0,0,0,1,0,1,1,0,1,9
Staffordshire,130809,Burton and South Derbyshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,10,3,0,0,0,2,2,1,0,1,1
Staffordshire,130809,Burton and South Derbyshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,29,3,2,1,3,3,4,5,4,4,0
Staffordshire,130809,Burton and South Derbyshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Tourism,13,0,0,0,0,0,1,0,0,1,11
Staffordshire,130812,Newcastle-under-Lyme College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,12,2,4,1,1,3,1,0,0,0,0
Staffordshire,130812,Newcastle-under-Lyme College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Art & Design,120,3,5,2,6,11,28,18,10,18,19
Staffordshire,130812,Newcastle-under-Lyme College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Business Studies,37,5,3,0,4,7,6,6,2,2,2
Staffordshire,130812,Newcastle-under-Lyme College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,41,5,1,1,4,5,4,2,4,10,5
Staffordshire,130812,Newcastle-under-Lyme College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Construction Technology (Basic),6,0,0,0,0,0,1,1,0,1,3
Staffordshire,130812,Newcastle-under-Lyme College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Engineering Studies,20,0,0,0,0,3,1,4,0,3,9
Staffordshire,130812,Newcastle-under-Lyme College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Health Studies,76,26,10,14,5,6,5,0,1,7,2
Staffordshire,130812,Newcastle-under-Lyme College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Multimedia,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Staffordshire,130812,Newcastle-under-Lyme College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),18,0,0,2,3,0,6,2,1,4,0
Staffordshire,130812,Newcastle-under-Lyme College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Public Services,58,2,3,3,1,2,10,12,6,6,13
Staffordshire,130812,Newcastle-under-Lyme College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,24,1,5,3,3,3,6,3,0,0,0
Staffordshire,130812,Newcastle-under-Lyme College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,31,9,1,3,10,0,4,1,2,1,0
Staffordshire,130812,Newcastle-under-Lyme College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,68,4,8,9,11,12,12,2,3,5,2
Staffordshire,130812,Newcastle-under-Lyme College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Tourism,19,3,1,2,1,1,3,4,0,2,2
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Animal Husbandry: Specific Animals,14,5,0,2,0,2,0,1,0,1,3
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,13,6,0,1,0,2,1,0,0,0,3
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,12,0,1,2,0,1,1,1,1,0,5
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,25,5,3,3,5,3,1,2,3,0,0
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,20,1,0,0,0,3,3,2,2,4,5
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Environmental Management,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Fashion / Textiles Design,12,7,1,1,1,1,1,0,0,0,0
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Graphic Design,7,2,1,0,1,1,0,2,0,0,0
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,41,9,5,4,5,4,5,3,1,2,3
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Interactive Video,12,0,1,3,0,1,3,0,0,4,0
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,10,0,1,0,0,1,2,2,1,2,1
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),8,1,0,1,1,1,0,1,2,1,0
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),13,0,0,1,2,4,0,2,1,1,2
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Photography,17,2,0,1,2,2,2,3,4,0,1
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,15,1,1,0,0,2,1,2,3,2,3
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,12,1,0,1,0,1,1,4,2,2,0
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,26,15,0,2,1,0,1,2,2,2,1
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,35,6,1,0,5,5,7,2,2,4,3
Staffordshire,130813,Stafford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Tourism,14,2,3,2,1,2,2,1,0,1,0
Stoke-on-Trent,130815,Stoke-on-Trent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,8,0,0,0,1,2,1,3,1,0,0
Stoke-on-Trent,130815,Stoke-on-Trent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,13,0,0,0,1,5,1,1,0,1,4
Stoke-on-Trent,130815,Stoke-on-Trent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,23,3,1,1,2,1,4,1,5,4,1
Stoke-on-Trent,130815,Stoke-on-Trent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Dance: General,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Stoke-on-Trent,130815,Stoke-on-Trent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Engineering Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Stoke-on-Trent,130815,Stoke-on-Trent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,7,0,0,1,2,2,0,0,0,0,2
Stoke-on-Trent,130815,Stoke-on-Trent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Interactive Video,6,0,0,0,0,1,2,1,0,1,1
Stoke-on-Trent,130815,Stoke-on-Trent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,7,1,2,0,1,1,0,0,2,0,0
Stoke-on-Trent,130815,Stoke-on-Trent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),7,0,0,0,1,0,1,0,2,0,3
Stoke-on-Trent,130815,Stoke-on-Trent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Stoke-on-Trent,130815,Stoke-on-Trent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Photography,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Stoke-on-Trent,130815,Stoke-on-Trent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,10,2,1,1,1,1,3,1,0,0,0
Stoke-on-Trent,130815,Stoke-on-Trent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,28,0,1,6,2,4,5,2,2,5,1
Stoke-on-Trent,130815,Stoke-on-Trent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Stoke-on-Trent,130815,Stoke-on-Trent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,6,1,0,1,0,1,0,0,2,0,1
Stoke-on-Trent,130815,Stoke-on-Trent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Tourism,6,1,1,0,0,0,0,1,1,1,1
Stoke-on-Trent,130817,City of Stoke-on-Trent Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,22,3,6,1,2,2,2,4,0,1,1
Stoke-on-Trent,130817,City of Stoke-on-Trent Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Art & Design,7,0,0,1,1,2,1,0,1,1,0
Stoke-on-Trent,130817,City of Stoke-on-Trent Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Health Studies,50,7,8,5,5,6,5,3,3,1,7
Stoke-on-Trent,130817,City of Stoke-on-Trent Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Public Services,18,0,0,1,2,4,2,3,4,2,0
Stoke-on-Trent,130817,City of Stoke-on-Trent Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,9,0,0,0,0,1,2,1,4,1,0
Stoke-on-Trent,130817,City of Stoke-on-Trent Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Sports Studies,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,25,8,4,1,1,4,1,1,0,3,2
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,46,5,3,3,2,7,7,8,4,6,1
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,31,7,1,2,4,2,7,2,2,2,2
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,29,2,0,0,2,3,4,6,6,4,2
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Construction Technology (Basic),11,1,1,1,1,1,2,1,0,2,1
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Electronic / Electrical Engineering,16,2,1,1,2,2,0,1,3,4,0
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Graphic Design,16,7,3,1,1,0,0,3,0,1,0
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,56,19,3,2,4,5,2,2,2,1,16
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Hospitality / Catering Studies,8,3,1,0,1,1,0,0,0,1,1
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Interactive Video,15,8,2,2,2,0,0,0,0,0,1
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,23,0,0,0,2,3,6,7,1,3,1
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),16,0,1,0,0,3,2,1,4,5,0
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),13,0,0,0,0,0,0,1,4,4,4
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Photography,16,0,2,0,1,0,3,3,3,2,2
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,29,2,0,0,2,1,2,1,5,4,12
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,24,4,0,3,2,3,2,5,1,2,2
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,34,5,0,0,1,2,8,2,3,1,12
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,13,0,1,1,1,0,1,1,1,2,5
Suffolk,130818,West Suffolk College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Tourism,22,6,0,3,2,3,1,3,1,0,3
Suffolk,130819,Lowestoft College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Suffolk,130819,Lowestoft College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
