"Number of students passing a BTEC 90 credit diploma by institution, subject and grade achieved",,,,,,,,,,,,,
,,,,,,,Grade achieved,,,,,,
Local Authority,URN,School or college name,Institution Type,Qualification,Subject,Number passed ,Double Distinction Star,Distinction star Distinction,Double Distinction,Distinction Merit,Double Merit,Merit Pass,Double pass
Lancashire,119722,Alder Grange Community and Technology School,Community School,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,119722,Alder Grange Community and Technology School,Community School,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,119722,Alder Grange Community and Technology School,Community School,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,119740,Lytham St Annes Technology and Performing Arts College,Foundation School,Pearson BTEC Level 3 90-credit Diploma,Tourism,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,119748,Carnforth High School,Community School,Pearson BTEC Level 3 90-credit Diploma,Public Services,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,119770,Central Lancaster High School,Community School,Pearson BTEC Level 3 90-credit Diploma,Art & Design,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,119818,Rossall School,Independent School,Pearson BTEC Level 3 90-credit Diploma,Multimedia,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Leicestershire,120274,Hind Leys Community College,Community School,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Norfolk,121242,Norwich School,Independent School,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Yorkshire,121667,Caedmon College Whitby,Community School,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Yorkshire,121681,Malton School,Community School,Pearson BTEC Level 3 90-credit Diploma,Health Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
York,121722,Bootham School,Independent School,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Northamptonshire,122066,The Latimer Arts College,Foundation School,Pearson BTEC Level 3 90-credit Diploma,Multimedia,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Northumberland,122351,Prudhoe Community High School,Community School,Pearson BTEC Level 3 90-credit Diploma,Multimedia,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Northumberland,122356,Queen Elizabeth High School,Community School,Pearson BTEC Level 3 90-credit Diploma,Health Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Northumberland,122374,Astley Community High School,Community School,Pearson BTEC Level 3 90-credit Diploma,Business Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Northumberland,122374,Astley Community High School,Community School,Pearson BTEC Level 3 90-credit Diploma,Tourism,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottinghamshire,122867,Colonel Frank Seely Comprehensive School,Community School,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottinghamshire,122867,Colonel Frank Seely Comprehensive School,Community School,Pearson BTEC Level 3 90-credit Diploma,Business Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottinghamshire,122900,All Saints RC Comprehensive School,Voluntary Aided School,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,6,0,0,1,1,4,0,0
Nottinghamshire,122900,All Saints RC Comprehensive School,Voluntary Aided School,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Telford and Wrekin,123627,Thomas Telford School,City Technology College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Somerset,123862,Frome Community College,Community School,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Staffordshire,124392,"Paget High School, Business and Enterprise College",Community School,Pearson BTEC Level 3 90-credit Diploma,Health Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Staffordshire,124400,Codsall Community High School,Community School,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Staffordshire,124455,Blessed William Howard Catholic School,Voluntary Aided School,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Staffordshire,124468,Cardinal Griffin Catholic College,Voluntary Aided School,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Staffordshire,124468,Cardinal Griffin Catholic College,Voluntary Aided School,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Staffordshire,124487,Newcastle-under-Lyme School,Independent School,Pearson BTEC Level 3 90-credit Diploma,Art & Design,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Suffolk,124804,Newmarket College,Community School,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Surrey,125275,St Andrew's Catholic School,Voluntary Aided School,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,9,9,0,0,0,0,0,0
Surrey,125311,St Paul's Catholic College,Voluntary Aided School,Pearson BTEC Level 3 90-credit Diploma,Business Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Warwickshire,125734,Kineton High School,Community School,Pearson BTEC Level 3 90-credit Diploma,Art & Design,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
West Sussex,126080,Felpham Community College,Community School,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
West Sussex,126088,Imberhorne School,Community School,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
West Sussex,126089,Sackville School,Community School,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wiltshire,126448,Melksham Oak Community School,Community School,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wiltshire,126459,Avon Valley College,Foundation School,Pearson BTEC Level 3 90-credit Diploma,Art & Design,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
West Sussex,129383,Central Sussex College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,19,3,1,3,2,1,2,7
West Sussex,129383,Central Sussex College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,8,0,0,0,1,1,3,3
West Sussex,129383,Central Sussex College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,8,0,0,0,2,4,0,2
West Sussex,129383,Central Sussex College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
West Sussex,129383,Central Sussex College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
West Sussex,129383,Central Sussex College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
West Sussex,129383,Central Sussex College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,8,0,0,0,6,2,0,0
West Sussex,129383,Central Sussex College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Reading,130247,John Madejski Academy,Sponsored Academy,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Greenwich,130405,Greenwich Community College at Plumstead Centre,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,6,0,0,2,1,2,0,1
Greenwich,130405,Greenwich Community College at Plumstead Centre,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Greenwich,130405,Greenwich Community College at Plumstead Centre,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Greenwich,130405,Greenwich Community College at Plumstead Centre,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Greenwich,130405,Greenwich Community College at Plumstead Centre,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Greenwich,130405,Greenwich Community College at Plumstead Centre,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hackney,130407,Hackney Community College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hackney,130407,Hackney Community College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,7,1,1,0,1,1,1,2
Hackney,130407,Hackney Community College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,19,2,0,0,4,2,5,6
Hammersmith and Fulham,130408,"Ealing, Hammersmith and West London College",General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,17,0,0,0,0,1,2,14
Hammersmith and Fulham,130408,"Ealing, Hammersmith and West London College",General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,10,0,1,1,0,2,5,1
Hammersmith and Fulham,130408,"Ealing, Hammersmith and West London College",General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,13,4,3,0,1,2,0,3
Hammersmith and Fulham,130408,"Ealing, Hammersmith and West London College",General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,16,5,0,1,2,4,3,1
Hammersmith and Fulham,130408,"Ealing, Hammersmith and West London College",General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hammersmith and Fulham,130408,"Ealing, Hammersmith and West London College",General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,7,1,0,0,0,2,1,3
Hammersmith and Fulham,130408,"Ealing, Hammersmith and West London College",General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,8,0,0,0,0,4,2,2
Hammersmith and Fulham,130408,"Ealing, Hammersmith and West London College",General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hammersmith and Fulham,130408,"Ealing, Hammersmith and West London College",General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hammersmith and Fulham,130408,"Ealing, Hammersmith and West London College",General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hammersmith and Fulham,130408,"Ealing, Hammersmith and West London College",General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,12,3,0,1,0,4,2,2
Hammersmith and Fulham,130408,"Ealing, Hammersmith and West London College",General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,25,1,1,0,0,0,1,22
Islington,130409,City and Islington College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,62,7,7,4,13,8,11,12
Islington,130409,City and Islington College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,16,4,1,1,5,2,1,2
Islington,130409,City and Islington College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,44,0,0,1,4,9,10,20
Islington,130409,City and Islington College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,34,5,1,2,6,2,5,13
Islington,130409,City and Islington College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,8,4,2,0,2,0,0,0
Islington,130409,City and Islington College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,43,7,6,7,12,8,2,1
Islington,130409,City and Islington College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Islington,130409,City and Islington College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,24,1,1,4,5,5,4,4
Islington,130409,City and Islington College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,38,9,2,2,6,10,5,4
Kensington and Chelsea,130410,Kensington and Chelsea College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kensington and Chelsea,130411,St Charles Catholic Sixth Form College,Further Education Sector Institution,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lambeth,130413,Lambeth College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,6,1,0,1,1,1,0,2
Lambeth,130413,Lambeth College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,9,1,0,1,2,1,1,3
Lambeth,130413,Lambeth College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,10,3,0,1,0,0,3,3
Lambeth,130413,Lambeth College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lambeth,130413,Lambeth College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,6,1,0,1,1,0,1,2
Lambeth,130413,Lambeth College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,26,6,4,2,1,1,0,12
Lambeth,130413,Lambeth College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,7,0,2,2,1,0,0,2
Lambeth,130413,Lambeth College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Public Services,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lambeth,130413,Lambeth College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lambeth,130413,Lambeth College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lewisham,130415,LeSoCo,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,35,0,1,2,2,5,11,14
Lewisham,130415,LeSoCo,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,49,2,2,2,3,6,13,21
Lewisham,130415,LeSoCo,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,27,2,2,0,5,5,2,11
Lewisham,130415,LeSoCo,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,7,0,0,0,2,0,1,4
Lewisham,130415,LeSoCo,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,9,0,0,0,1,0,2,6
Lewisham,130415,LeSoCo,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lewisham,130415,LeSoCo,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lewisham,130415,LeSoCo,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,25,2,2,4,8,2,1,6
Lewisham,130416,Christ The King Sixth Form College,Further Education Sector Institution,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,19,0,0,2,2,2,3,10
Lewisham,130416,Christ The King Sixth Form College,Further Education Sector Institution,Pearson BTEC Level 3 90-credit Diploma,Business Studies,94,6,6,10,12,15,21,24
Lewisham,130416,Christ The King Sixth Form College,Further Education Sector Institution,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lewisham,130416,Christ The King Sixth Form College,Further Education Sector Institution,Pearson BTEC Level 3 90-credit Diploma,Health Studies,84,4,1,5,10,11,14,39
Lewisham,130416,Christ The King Sixth Form College,Further Education Sector Institution,Pearson BTEC Level 3 90-credit Diploma,Multimedia,15,4,0,3,5,1,2,0
Lewisham,130416,Christ The King Sixth Form College,Further Education Sector Institution,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,23,11,4,2,2,4,0,0
Tower Hamlets,130418,Tower Hamlets College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,18,0,9,1,2,2,2,2
Tower Hamlets,130418,Tower Hamlets College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,19,0,0,0,1,2,4,12
Tower Hamlets,130418,Tower Hamlets College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,54,10,6,13,9,3,5,8
Tower Hamlets,130418,Tower Hamlets College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,31,12,5,3,5,0,3,3
Tower Hamlets,130418,Tower Hamlets College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,27,5,0,0,5,2,2,13
Tower Hamlets,130418,Tower Hamlets College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,8,0,0,0,0,1,0,7
Wandsworth,130420,South Thames College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,8,0,1,0,1,2,0,4
Wandsworth,130420,South Thames College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,60,0,1,1,3,6,16,33
Wandsworth,130420,South Thames College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,17,1,0,1,2,0,4,9
Wandsworth,130420,South Thames College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,38,2,2,1,2,5,3,23
Wandsworth,130420,South Thames College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,21,0,0,1,4,4,3,9
Wandsworth,130420,South Thames College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wandsworth,130420,South Thames College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wandsworth,130420,South Thames College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,8,0,0,0,0,1,0,7
Wandsworth,130420,South Thames College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,7,0,1,1,1,2,0,2
Wandsworth,130420,South Thames College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,26,0,0,0,1,4,1,20
Wandsworth,130420,South Thames College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,9,2,0,1,0,0,3,3
Camden,130421,Westminster Kingsway College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Camden,130421,Westminster Kingsway College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Camden,130421,Westminster Kingsway College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,38,1,2,0,8,11,6,10
