"Number of students passing a BTEC 90 credit diploma by institution, subject and grade achieved",,,,,,,,,,,,,
,,,,,,,Grade achieved,,,,,,
Local Authority,URN,School or college name,Institution Type,Qualification,Subject,Number passed ,Double Distinction Star,Distinction star Distinction,Double Distinction,Distinction Merit,Double Merit,Merit Pass,Double pass
Cheshire West and Chester,130620,Mid-Cheshire College of Further Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cheshire West and Chester,130620,Mid-Cheshire College of Further Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cheshire West and Chester,130620,Mid-Cheshire College of Further Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cheshire West and Chester,130620,Mid-Cheshire College of Further Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cheshire East,130621,Macclesfield College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Warrington,130624,Priestley College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,10,1,0,1,0,5,1,2
Warrington,130624,Priestley College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Art & Design,52,3,7,6,17,9,8,2
Warrington,130624,Priestley College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Business Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Warrington,130624,Priestley College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,34,6,2,3,6,9,7,1
Warrington,130624,Priestley College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,13,3,0,0,1,2,5,2
Warrington,130624,Priestley College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,52,6,3,1,7,7,16,12
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,13,1,1,0,0,3,2,6
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,7,2,0,0,0,1,2,2
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,8,2,0,0,2,1,1,2
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,13,0,0,1,4,1,2,5
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),9,0,0,0,2,1,3,3
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),8,0,0,1,1,4,0,2
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,24,0,9,2,3,2,1,7
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,10,1,0,1,2,2,3,1
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,25,3,5,3,2,8,3,1
Cornwall,130629,Truro and Penwith College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cornwall,130629,Truro and Penwith College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,12,4,0,1,1,2,2,2
Cornwall,130629,Truro and Penwith College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,6,5,0,0,1,0,0,0
Cornwall,130629,Truro and Penwith College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,11,8,1,0,1,1,0,0
Cornwall,130629,Truro and Penwith College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,12,7,1,1,2,1,0,0
Cornwall,130629,Truro and Penwith College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,12,2,0,1,3,0,3,3
Cornwall,130629,Truro and Penwith College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cornwall,130629,Truro and Penwith College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cornwall,130629,Truro and Penwith College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Public Services,43,8,6,3,6,7,7,6
Cornwall,130629,Truro and Penwith College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cornwall,130629,Truro and Penwith College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,113,18,9,10,16,17,15,28
Cornwall,130629,Truro and Penwith College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Tourism,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cumbria,130631,Kendal College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,20,11,2,3,2,1,1,0
Cumbria,130631,Kendal College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,20,3,4,2,0,3,5,3
Cumbria,130631,Kendal College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,25,2,2,0,3,0,2,16
Cumbria,130631,Kendal College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cumbria,130631,Kendal College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,30,3,2,5,1,3,6,10
Cumbria,130631,Kendal College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cumbria,130631,Kendal College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cumbria,130631,Kendal College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,10,2,0,0,3,4,1,0
Cumbria,130631,Kendal College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,13,0,0,0,0,2,2,9
Cumbria,130632,Lakes College - West Cumbria,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,27,6,2,0,2,7,9,1
Cumbria,130632,Lakes College - West Cumbria,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,10,2,0,1,2,1,1,3
Cumbria,130632,Lakes College - West Cumbria,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,42,2,2,1,2,6,5,24
Cumbria,130632,Lakes College - West Cumbria,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,10,2,0,1,3,2,0,2
Cumbria,130632,Lakes College - West Cumbria,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,29,9,4,5,3,3,3,2
Cumbria,130632,Lakes College - West Cumbria,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,27,8,0,2,5,4,3,5
Cumbria,130632,Lakes College - West Cumbria,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cumbria,130632,Lakes College - West Cumbria,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,26,1,4,2,3,2,6,8
Cumbria,130634,Carlisle College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cumbria,130634,Carlisle College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,13,8,1,0,0,1,0,3
Cumbria,130634,Carlisle College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,31,9,1,2,6,7,3,3
Cumbria,130634,Carlisle College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cumbria,130634,Carlisle College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,11,9,1,0,0,0,0,1
Cumbria,130634,Carlisle College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,13,4,3,2,3,0,1,0
Cumbria,130634,Carlisle College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),10,1,3,2,1,2,0,1
Cumbria,130634,Carlisle College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cumbria,130634,Carlisle College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,9,3,1,1,0,0,2,2
Cumbria,130634,Carlisle College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,10,1,0,4,4,0,0,1
Cumbria,130634,Carlisle College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,6,1,2,0,1,1,1,0
Derbyshire,130638,Chesterfield College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Derbyshire,130638,Chesterfield College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Derbyshire,130638,Chesterfield College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,39,25,5,2,4,1,1,1
Derbyshire,130638,Chesterfield College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,19,2,1,1,4,0,2,9
Derbyshire,130638,Chesterfield College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,19,0,0,0,0,4,6,9
Derbyshire,130638,Chesterfield College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,10,5,1,2,2,0,0,0
Derbyshire,130638,Chesterfield College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,15,3,2,2,1,2,3,2
Derbyshire,130638,Chesterfield College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,10,1,1,1,1,1,3,2
Derbyshire,130638,Chesterfield College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,12,0,0,1,0,0,2,9
Derbyshire,130638,Chesterfield College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,10,4,0,1,2,0,0,3
Devon,130645,Exeter College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,36,2,3,2,4,6,8,11
Devon,130645,Exeter College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,45,0,2,2,4,6,8,23
Devon,130645,Exeter College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,55,26,6,5,9,3,3,3
Devon,130645,Exeter College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,38,5,3,8,2,7,6,7
Devon,130645,Exeter College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,40,10,4,3,11,5,3,4
Devon,130645,Exeter College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,89,32,16,9,7,8,6,11
Devon,130645,Exeter College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,37,4,5,2,2,7,10,7
Devon,130645,Exeter College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),18,3,4,0,3,4,4,0
Devon,130645,Exeter College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),14,3,1,3,2,2,1,2
Devon,130645,Exeter College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Public Services,44,5,3,7,6,7,10,6
Devon,130645,Exeter College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,33,7,5,3,7,6,5,0
Devon,130645,Exeter College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,167,60,12,16,21,18,9,31
Devon,130645,Exeter College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Tourism,82,23,7,3,8,9,15,17
Devon,130646,Petroc,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,11,0,2,4,1,1,0,3
Devon,130646,Petroc,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,45,15,4,4,5,4,3,10
Devon,130646,Petroc,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,21,5,0,0,1,1,2,12
Devon,130646,Petroc,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Devon,130646,Petroc,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,48,15,7,4,6,5,3,8
Devon,130646,Petroc,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Devon,130646,Petroc,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Public Services,33,3,4,3,3,1,5,14
Devon,130646,Petroc,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,29,3,3,1,2,2,5,13
Torbay,130648,South Devon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Torbay,130648,South Devon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,37,0,0,0,7,6,7,17
Torbay,130648,South Devon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Torbay,130648,South Devon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,23,5,2,3,2,2,4,5
Torbay,130648,South Devon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Torbay,130648,South Devon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,28,7,4,2,2,8,3,2
Torbay,130648,South Devon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Hospitality / Catering Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Torbay,130648,South Devon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,44,0,4,4,4,14,11,7
Torbay,130648,South Devon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),7,0,0,0,0,0,3,4
Torbay,130648,South Devon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),9,0,0,0,1,1,3,4
Torbay,130648,South Devon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,30,0,2,1,0,6,12,9
Torbay,130648,South Devon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,10,1,0,0,1,6,1,1
Torbay,130648,South Devon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,17,7,3,0,0,1,3,3
Torbay,130648,South Devon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,21,1,0,1,5,2,3,9
Torbay,130648,South Devon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,7,1,0,0,0,1,1,4
Plymouth,130649,City College Plymouth,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,18,3,1,2,1,8,3,0
Plymouth,130649,City College Plymouth,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,14,9,1,1,2,1,0,0
Plymouth,130649,City College Plymouth,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Plymouth,130649,City College Plymouth,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,18,2,3,1,5,5,1,1
Plymouth,130649,City College Plymouth,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Plymouth,130649,City College Plymouth,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Hospitality / Catering Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Plymouth,130649,City College Plymouth,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Plymouth,130649,City College Plymouth,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),6,0,0,0,1,1,1,3
Plymouth,130649,City College Plymouth,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),50,4,0,7,7,7,15,10
Plymouth,130649,City College Plymouth,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,26,1,0,0,3,6,4,12
Plymouth,130649,City College Plymouth,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,27,0,0,0,8,7,5,7
Plymouth,130649,City College Plymouth,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,20,1,0,1,0,1,3,14
Plymouth,130649,City College Plymouth,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Stage Management,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Plymouth,130649,City College Plymouth,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,21,2,0,1,3,1,5,9
Plymouth,130650,Plymouth College of Art,"Art, Design and Performing Art College",Pearson BTEC Level 3 90-credit Diploma,Art & Design,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Plymouth,130650,Plymouth College of Art,"Art, Design and Performing Art College",Pearson BTEC Level 3 90-credit Diploma,Multimedia,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Devon,130651,Bicton College,Agriculture and Horticulture College,Pearson BTEC Level 3 90-credit Diploma,Public Services,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Devon,130651,Bicton College,Agriculture and Horticulture College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Poole,130652,The Bournemouth and Poole College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Poole,130652,The Bournemouth and Poole College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Poole,130652,The Bournemouth and Poole College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Dorset,130653,Weymouth College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,6,0,1,0,0,1,1,3
Dorset,130653,Weymouth College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,10,0,0,2,0,3,1,4
Dorset,130653,Weymouth College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Dorset,130653,Weymouth College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Dorset,130653,Weymouth College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,9,0,0,1,2,1,1,4
Dorset,130653,Weymouth College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Dorset,130653,Weymouth College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Dorset,130653,Weymouth College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,12,1,3,1,2,2,2,1
Dorset,130655,Kingston Maurward College,Agriculture and Horticulture College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,9,5,0,1,1,1,1,0
Dorset,130655,Kingston Maurward College,Agriculture and Horticulture College,Pearson BTEC Level 3 90-credit Diploma,Public Services,14,2,0,0,3,1,1,7
Dorset,130655,Kingston Maurward College,Agriculture and Horticulture College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,16,0,0,0,2,0,6,8
Darlington,130656,Darlington College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,12,1,1,0,2,2,2,4
Darlington,130656,Darlington College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Darlington,130656,Darlington College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,17,0,0,0,0,2,2,13
Darlington,130656,Darlington College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Darlington,130656,Darlington College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Darlington,130656,Darlington College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,19,5,1,4,2,3,2,2
County Durham,130657,Bishop Auckland College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
County Durham,130657,Bishop Auckland College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
County Durham,130657,Bishop Auckland College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
County Durham,130657,Bishop Auckland College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,12,3,3,0,0,0,3,3
County Durham,130657,Bishop Auckland College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
County Durham,130657,Bishop Auckland College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,8,1,0,0,0,2,0,5
County Durham,130657,Bishop Auckland College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,8,0,0,0,0,0,3,5
County Durham,130658,Derwentside College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
County Durham,130659,New College Durham,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
County Durham,130659,New College Durham,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
County Durham,130659,New College Durham,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
County Durham,130659,New College Durham,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
County Durham,130659,New College Durham,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Brighton and Hove,130663,City College Brighton and Hove,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,34,4,3,3,8,12,4,0
Brighton and Hove,130663,City College Brighton and Hove,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,11,3,0,0,1,2,0,5
Brighton and Hove,130663,City College Brighton and Hove,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,16,0,2,2,2,2,3,5
Brighton and Hove,130663,City College Brighton and Hove,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Brighton and Hove,130663,City College Brighton and Hove,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Brighton and Hove,130663,City College Brighton and Hove,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,8,3,1,2,1,1,0,0
Brighton and Hove,130663,City College Brighton and Hove,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,16,1,0,2,1,3,3,6
East Sussex,130665,Sussex Coast College Hastings,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,28,0,2,1,5,5,9,6
East Sussex,130665,Sussex Coast College Hastings,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,13,0,0,1,1,2,2,7
East Sussex,130665,Sussex Coast College Hastings,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,13,2,2,0,2,2,2,3
East Sussex,130665,Sussex Coast College Hastings,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,14,2,1,2,1,5,2,1
East Sussex,130665,Sussex Coast College Hastings,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
East Sussex,130665,Sussex Coast College Hastings,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,8,1,0,0,0,0,3,4
East Sussex,130665,Sussex Coast College Hastings,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Brighton and Hove,130669,Brighton Hove and Sussex Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
East Sussex,130670,Bexhill College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Business Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
East Sussex,130670,Bexhill College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
East Sussex,130670,Bexhill College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Health Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
East Sussex,130670,Bexhill College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Tourism,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Southend-on-Sea,130672,South Essex College of Further and  Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Airport Management / Ground Services,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Southend-on-Sea,130672,South Essex College of Further and  Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,29,1,1,1,3,3,2,18
Southend-on-Sea,130672,South Essex College of Further and  Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,8,1,1,3,1,1,1,0
Southend-on-Sea,130672,South Essex College of Further and  Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,46,26,3,3,3,1,2,8
