"Number of students entered for applied AS level double awards by institution, subject and grade achieved",,,,,,,,,,,,,,,,
,,,,,,,Grade achieved,,,,,,,,,
Local Authority,URN,School or college name,Institution type,Qualification,Subject,Number entered,Grade AA,Grade AB,Grade BB,Grade BC,Grade CC,Grade CD,Grade DD,Grade DE,Grade EE,No results
Nottinghamshire,138248,Outwood Academy Portland,Sponsored Academy,Applied GCE AS level Double Award,Health & Social Care,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Leicestershire,138298,De Lisle Catholic School Loughborough Leicestershire,Converter Academy,Applied GCE AS level Double Award,Applied Science,12,0,0,1,1,5,1,1,1,2,0
Cheshire West and Chester,138318,Neston High School,Converter Academy,Applied GCE AS level Double Award,Health & Social Care,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Leeds,138336,Rodillian Academy,Converter Academy,Applied GCE AS level Double Award,Health & Social Care,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,138352,Tring School,Converter Academy,Applied GCE AS level Double Award,Travel & Tourism,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Sheffield,138361,Notre Dame High School,Converter Academy,Applied GCE AS level Double Award,Health & Social Care,9,1,1,3,0,4,0,0,0,0,0
Bournemouth,138385,Leaf Studio,Free School – Studio School,Applied GCE AS level Double Award,Applied Business,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Worcestershire,138505,Arrow Vale RSA Academy,Sponsored Academy,Applied GCE AS level Double Award,Health & Social Care,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Leicestershire,138524,Countesthorpe Community College,Converter Academy,Applied GCE AS level Double Award,Applied Art & Design,9,0,0,1,1,1,1,2,1,2,0
Leicestershire,138524,Countesthorpe Community College,Converter Academy,Applied GCE AS level Double Award,Health & Social Care,11,2,1,6,1,0,1,0,0,0,0
Central Bedfordshire,138571,Queensbury Academy,Sponsored Academy,Applied GCE AS level Double Award,Applied Art & Design,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Brent,138610,Alperton Community School,Converter Academy,Applied GCE AS level Double Award,Health & Social Care,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Derby,138622,"Saint Benedict, A Catholic Voluntary Academy",Converter Academy,Applied GCE AS level Double Award,Applied Business,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wiltshire,138630,Devizes School,Converter Academy,Applied GCE AS level Double Award,Health & Social Care,12,3,1,1,4,1,2,0,0,0,0
Oxfordshire,138667,Lord Williams's School,Converter Academy,Applied GCE AS level Double Award,Applied Business,6,0,0,0,0,1,1,2,1,1,0
Oxfordshire,138667,Lord Williams's School,Converter Academy,Applied GCE AS level Double Award,Health & Social Care,14,0,1,0,6,3,2,1,1,0,0
Bexley,138686,Cleeve Park School,Converter Academy,Applied GCE AS level Double Award,Applied Science,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Essex,138734,"Joyce Frankland Academy, Newport",Converter Academy,Applied GCE AS level Double Award,Applied Business,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Gloucestershire,138746,Newent Community School and Sixth Form Centre,Converter Academy,Applied GCE AS level Double Award,Health & Social Care,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Leicestershire,138819,Belvoir High School and Melton Vale Post 16 Centre,Converter Academy,Applied GCE AS level Double Award,Health & Social Care,8,1,1,1,3,0,2,0,0,0,0
Norfolk,138829,Reepham High School and College,Converter Academy,Applied GCE AS level Double Award,Health & Social Care,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,138835,Bacup and Rawtenstall Grammar School,Converter Academy,Applied GCE AS level Double Award,Health & Social Care,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Northamptonshire,138932,Kingsthorpe College,Converter Academy,Applied GCE AS level Double Award,Applied ICT,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Northamptonshire,138932,Kingsthorpe College,Converter Academy,Applied GCE AS level Double Award,Travel & Tourism,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wirral,139031,St John Plessington Catholic College,Converter Academy,Applied GCE AS level Double Award,Health & Social Care,10,0,2,0,3,1,3,0,0,1,0
Bournemouth,139037,Oak Academy,Converter Academy,Applied GCE AS level Double Award,Applied Business,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Northamptonshire,139100,Elizabeth Woodville School,Converter Academy,Applied GCE AS level Double Award,Health & Social Care,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Norfolk,139204,Downham Market Academy,Sponsored Academy,Applied GCE AS level Double Award,Health & Social Care,7,0,1,2,1,1,1,1,0,0,0
Brent,139319,Preston Manor School,Converter Academy,Applied GCE AS level Double Award,Applied Business,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wakefield,139335,Hemsworth Arts and Community Academy,Sponsored Academy,Applied GCE AS level Double Award,Applied Business,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wakefield,139335,Hemsworth Arts and Community Academy,Sponsored Academy,Applied GCE AS level Double Award,Health & Social Care,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
South Gloucestershire,139345,Downend School,Converter Academy,Applied GCE AS level Double Award,Applied Business,6,0,0,0,0,2,0,1,3,0,0
South Gloucestershire,139345,Downend School,Converter Academy,Applied GCE AS level Double Award,Health & Social Care,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bedford,139517,St Thomas More Catholic School,Converter Academy,Applied GCE AS level Double Award,Health & Social Care,8,0,0,0,0,1,3,3,1,0,0
South Tyneside,139878,St Joseph's Catholic Academy,Converter Academy,Applied GCE AS level Double Award,Health & Social Care,9,1,0,2,1,2,0,0,2,0,1
Bradford,139975,Beckfoot School,Converter Academy,Applied GCE AS level Double Award,Applied Business,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bradford,139975,Beckfoot School,Converter Academy,Applied GCE AS level Double Award,Health & Social Care,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bradford,139982,Grange Technology College,Converter Academy,Applied GCE AS level Double Award,Applied ICT,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Plymouth,140104,Eggbuckland Community College,Converter Academy,Applied GCE AS level Double Award,Health & Social Care,8,0,0,0,0,1,1,2,2,1,1
