"Number of students passing a BTEC subsidiary diploma (with a single grade structure) by institution, subject and grade achieved",,,,,,,,,,
,,,,,,,Grade achieved,,,
Local Authority,URN,School or college name,Institution Type,Qualification,Subject,Number passed ,Distinction *,Distinction,Merit,Pass
Buckinghamshire,130607,Aylesbury College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,36,2,3,10,21
Buckinghamshire,130607,Aylesbury College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,1,Supp,Supp,Supp,Supp
Buckinghamshire,130607,Aylesbury College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,11,3,1,2,5
Buckinghamshire,130607,Aylesbury College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,37,5,3,8,21
Buckinghamshire,130607,Aylesbury College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,10,3,2,5,0
Buckinghamshire,130607,Aylesbury College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,16,0,0,2,14
Buckinghamshire,130607,Aylesbury College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,14,0,0,1,13
Buckinghamshire,130608,Amersham and Wycombe College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,4,Supp,Supp,Supp,Supp
Buckinghamshire,130608,Amersham and Wycombe College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,1,Supp,Supp,Supp,Supp
Milton Keynes,130609,Milton Keynes College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,7,5,0,0,2
Milton Keynes,130609,Milton Keynes College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,1,Supp,Supp,Supp,Supp
Milton Keynes,130609,Milton Keynes College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,5,Supp,Supp,Supp,Supp
Milton Keynes,130609,Milton Keynes College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,4,Supp,Supp,Supp,Supp
Milton Keynes,130609,Milton Keynes College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Graphic Design,2,Supp,Supp,Supp,Supp
Milton Keynes,130609,Milton Keynes College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,1,Supp,Supp,Supp,Supp
Milton Keynes,130609,Milton Keynes College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,2,Supp,Supp,Supp,Supp
Milton Keynes,130609,Milton Keynes College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Stage Management,3,Supp,Supp,Supp,Supp
Cambridgeshire,130610,Cambridge Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Acting Skills,13,0,2,4,7
Cambridgeshire,130610,Cambridge Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Acting: Music Theatre,3,Supp,Supp,Supp,Supp
Cambridgeshire,130610,Cambridge Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,10,4,1,1,4
Cambridgeshire,130610,Cambridge Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,15,0,0,6,9
Cambridgeshire,130610,Cambridge Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Automotive Engineering,10,4,0,0,6
Cambridgeshire,130610,Cambridge Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Beauty Therapy,7,1,1,1,4
Cambridgeshire,130610,Cambridge Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Building / Construction Operations (General / Combined),15,0,1,3,11
Cambridgeshire,130610,Cambridge Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,24,7,1,5,11
Cambridgeshire,130610,Cambridge Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,32,5,3,7,17
Cambridgeshire,130610,Cambridge Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,1,Supp,Supp,Supp,Supp
Cambridgeshire,130610,Cambridge Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,6,1,0,2,3
Cambridgeshire,130610,Cambridge Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Graphic Design,16,2,2,3,9
Cambridgeshire,130610,Cambridge Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,44,0,4,8,32
Cambridgeshire,130610,Cambridge Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,77,2,2,20,53
Cambridgeshire,130610,Cambridge Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),14,0,2,4,8
Cambridgeshire,130610,Cambridge Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),17,0,2,3,12
Cambridgeshire,130610,Cambridge Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,37,9,3,6,19
Cambridgeshire,130610,Cambridge Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Small Business Management,5,Supp,Supp,Supp,Supp
Cambridgeshire,130610,Cambridge Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,55,22,4,12,17
Cambridgeshire,130610,Cambridge Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,32,1,4,1,26
Cambridgeshire,130612,Huntingdonshire Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,5,Supp,Supp,Supp,Supp
Cambridgeshire,130612,Huntingdonshire Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,7,0,0,1,6
Cambridgeshire,130612,Huntingdonshire Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Sports / Movement Science,3,Supp,Supp,Supp,Supp
Peterborough,130613,Peterborough Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Building / Construction Operations (General / Combined),8,6,1,0,1
Peterborough,130613,Peterborough Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,17,0,0,2,15
Peterborough,130613,Peterborough Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,12,2,0,7,3
Peterborough,130613,Peterborough Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Fashion / Textiles Design,1,Supp,Supp,Supp,Supp
Peterborough,130613,Peterborough Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,17,9,4,3,1
Peterborough,130613,Peterborough Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Horses / Ponies Keeping,2,Supp,Supp,Supp,Supp
Peterborough,130613,Peterborough Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Hospitality / Catering Studies,6,0,0,2,4
Peterborough,130613,Peterborough Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,24,0,0,1,23
Peterborough,130613,Peterborough Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),6,0,0,5,1
Peterborough,130613,Peterborough Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),2,Supp,Supp,Supp,Supp
Peterborough,130613,Peterborough Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Photography,5,Supp,Supp,Supp,Supp
Peterborough,130613,Peterborough Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,1,Supp,Supp,Supp,Supp
Peterborough,130613,Peterborough Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Stage Management,4,Supp,Supp,Supp,Supp
Peterborough,130613,Peterborough Regional College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,9,0,0,0,9
Warrington,130617,Warrington Collegiate,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Building / Construction Operations (General / Combined),1,Supp,Supp,Supp,Supp
Warrington,130617,Warrington Collegiate,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,3,Supp,Supp,Supp,Supp
Warrington,130617,Warrington Collegiate,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,15,1,4,10,0
Warrington,130617,Warrington Collegiate,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,4,Supp,Supp,Supp,Supp
Warrington,130617,Warrington Collegiate,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,5,Supp,Supp,Supp,Supp
Warrington,130617,Warrington Collegiate,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,2,Supp,Supp,Supp,Supp
Warrington,130617,Warrington Collegiate,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Stage Management,3,Supp,Supp,Supp,Supp
Cheshire West and Chester,130618,West Cheshire College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,1,Supp,Supp,Supp,Supp
Cheshire West and Chester,130618,West Cheshire College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,1,Supp,Supp,Supp,Supp
Cheshire East,130619,South Cheshire College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Building / Construction Operations (General / Combined),2,Supp,Supp,Supp,Supp
Cheshire East,130619,South Cheshire College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,28,11,4,8,5
Cheshire East,130619,South Cheshire College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,14,2,1,9,2
Cheshire East,130619,South Cheshire College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,1,Supp,Supp,Supp,Supp
Cheshire East,130619,South Cheshire College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,14,0,2,7,5
Cheshire East,130619,South Cheshire College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Hospitality / Catering Studies,2,Supp,Supp,Supp,Supp
Cheshire East,130619,South Cheshire College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),10,5,1,3,1
Cheshire East,130619,South Cheshire College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,8,2,3,3,0
Cheshire East,130619,South Cheshire College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,3,Supp,Supp,Supp,Supp
Cheshire East,130619,South Cheshire College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,6,0,0,0,6
Cheshire East,130621,Macclesfield College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,1,Supp,Supp,Supp,Supp
Cheshire East,130621,Macclesfield College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp
Cheshire East,130621,Macclesfield College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,1,Supp,Supp,Supp,Supp
Halton,130622,Riverside College Halton,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,1,Supp,Supp,Supp,Supp
Cheshire East,130623,Reaseheath College,Agriculture and Horticulture College,Pearson BTEC Level 3 Subsidiary Diploma,Animal Husbandry: Specific Animals,26,9,4,7,6
Cheshire East,130623,Reaseheath College,Agriculture and Horticulture College,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,5,Supp,Supp,Supp,Supp
Cheshire East,130623,Reaseheath College,Agriculture and Horticulture College,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp
Cheshire East,130623,Reaseheath College,Agriculture and Horticulture College,Pearson BTEC Level 3 Subsidiary Diploma,Environmental Management,1,Supp,Supp,Supp,Supp
Cheshire East,130623,Reaseheath College,Agriculture and Horticulture College,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,5,Supp,Supp,Supp,Supp
Cheshire East,130623,Reaseheath College,Agriculture and Horticulture College,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,8,2,1,1,4
Warrington,130624,Priestley College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Subsidiary Diploma,Acting: Music Theatre,26,9,7,9,1
Warrington,130624,Priestley College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,20,10,4,5,1
Warrington,130624,Priestley College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,20,5,3,5,7
Warrington,130624,Priestley College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,25,9,8,7,1
Warrington,130624,Priestley College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),15,8,3,1,3
Warrington,130624,Priestley College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,8,1,0,0,7
Warrington,130624,Priestley College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,2,Supp,Supp,Supp,Supp
Warrington,130624,Priestley College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Subsidiary Diploma,Stage Management,14,8,1,5,0
Warrington,130624,Priestley College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,12,0,2,1,9
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Acting: Music Theatre,12,5,4,3,0
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Agriculture (General),10,0,2,2,6
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,3,Supp,Supp,Supp,Supp
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,25,9,1,7,8
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,1,Supp,Supp,Supp,Supp
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,13,2,3,4,4
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Environmental Management,1,Supp,Supp,Supp,Supp
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Fashion / Textiles Design,3,Supp,Supp,Supp,Supp
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Fine Art,4,Supp,Supp,Supp,Supp
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,10,3,0,1,6
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Horses / Ponies Keeping,3,Supp,Supp,Supp,Supp
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Law / Legal Studies,1,Supp,Supp,Supp,Supp
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,27,0,2,14,11
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),5,Supp,Supp,Supp,Supp
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),8,0,2,2,4
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Photography,1,Supp,Supp,Supp,Supp
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,8,0,0,0,8
Cornwall,130627,Cornwall College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,9,0,1,2,6
Cornwall,130629,Truro and Penwith College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Acting: Music Theatre,8,5,2,1,0
Cornwall,130629,Truro and Penwith College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,2,Supp,Supp,Supp,Supp
Cornwall,130629,Truro and Penwith College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,2,Supp,Supp,Supp,Supp
Cornwall,130629,Truro and Penwith College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,4,Supp,Supp,Supp,Supp
Cornwall,130629,Truro and Penwith College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,1,Supp,Supp,Supp,Supp
Cornwall,130629,Truro and Penwith College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,40,12,2,3,23
Cornwall,130629,Truro and Penwith College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),31,11,14,4,2
Cumbria,130631,Kendal College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Building / Construction Operations (General / Combined),1,Supp,Supp,Supp,Supp
Cumbria,130631,Kendal College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,1,Supp,Supp,Supp,Supp
Cumbria,130631,Kendal College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),12,0,0,11,1
Cumbria,130631,Kendal College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Stage Management,6,0,0,4,2
Cumbria,130632,Lakes College - West Cumbria,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,2,Supp,Supp,Supp,Supp
Cumbria,130632,Lakes College - West Cumbria,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp
Cumbria,130632,Lakes College - West Cumbria,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,6,0,0,3,3
Cumbria,130633,Furness College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,12,2,0,0,10
Cumbria,130633,Furness College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,22,5,3,10,4
Cumbria,130633,Furness College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Environmental Conservation / Policies,5,Supp,Supp,Supp,Supp
Cumbria,130633,Furness College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,51,32,8,3,8
Cumbria,130633,Furness College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,5,Supp,Supp,Supp,Supp
Cumbria,130633,Furness College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,9,0,0,0,9
Cumbria,130633,Furness College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,11,0,0,1,10
Cumbria,130634,Carlisle College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,1,Supp,Supp,Supp,Supp
Cumbria,130634,Carlisle College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),7,5,0,1,1
Cumbria,130634,Carlisle College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),4,Supp,Supp,Supp,Supp
Cumbria,130634,Carlisle College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,2,Supp,Supp,Supp,Supp
Cumbria,130634,Carlisle College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,16,7,2,5,2
Derbyshire,130638,Chesterfield College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,1,Supp,Supp,Supp,Supp
Derbyshire,130638,Chesterfield College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Automotive Engineering,4,Supp,Supp,Supp,Supp
Derbyshire,130638,Chesterfield College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Building / Construction Operations (General / Combined),1,Supp,Supp,Supp,Supp
Derbyshire,130638,Chesterfield College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,11,1,1,5,4
Derbyshire,130638,Chesterfield College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Fashion / Textiles Design,8,0,1,5,2
Derbyshire,130638,Chesterfield College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Graphic Design,4,Supp,Supp,Supp,Supp
Derbyshire,130638,Chesterfield College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,10,3,0,1,6
Derbyshire,130638,Chesterfield College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Hospitality / Catering Studies,3,Supp,Supp,Supp,Supp
Derbyshire,130638,Chesterfield College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,2,Supp,Supp,Supp,Supp
Derbyshire,130638,Chesterfield College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,3,Supp,Supp,Supp,Supp
Devon,130645,Exeter College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Acting Skills,18,1,4,7,6
Devon,130645,Exeter College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,1,Supp,Supp,Supp,Supp
Devon,130645,Exeter College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Automotive Engineering,1,Supp,Supp,Supp,Supp
Devon,130645,Exeter College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Building / Construction Operations (General / Combined),5,Supp,Supp,Supp,Supp
Devon,130645,Exeter College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,24,14,4,2,4
Devon,130645,Exeter College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,13,10,0,2,1
Devon,130645,Exeter College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,5,Supp,Supp,Supp,Supp
Devon,130645,Exeter College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Interactive Video,9,3,0,4,2
Devon,130645,Exeter College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,41,10,11,12,8
Devon,130645,Exeter College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),30,9,7,13,1
Devon,130645,Exeter College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),11,2,1,7,1
Devon,130645,Exeter College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Small Business Management,9,4,1,1,3
Devon,130645,Exeter College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Sports / Movement Science,10,10,0,0,0
Devon,130645,Exeter College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,2,Supp,Supp,Supp,Supp
Devon,130645,Exeter College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Stage Management,22,7,8,5,2
Devon,130646,Petroc,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Acting Skills,4,Supp,Supp,Supp,Supp
Devon,130646,Petroc,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Acting: Music Theatre,2,Supp,Supp,Supp,Supp
Devon,130646,Petroc,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,4,Supp,Supp,Supp,Supp
Devon,130646,Petroc,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Building / Construction Operations (General / Combined),3,Supp,Supp,Supp,Supp
Devon,130646,Petroc,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,29,5,1,7,16
Devon,130646,Petroc,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,3,Supp,Supp,Supp,Supp
Devon,130646,Petroc,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,1,Supp,Supp,Supp,Supp
Devon,130646,Petroc,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,6,4,1,0,1
Devon,130646,Petroc,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),3,Supp,Supp,Supp,Supp
Torbay,130648,South Devon College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,3,Supp,Supp,Supp,Supp
Torbay,130648,South Devon College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,1,Supp,Supp,Supp,Supp
Torbay,130648,South Devon College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,15,4,1,3,7
Torbay,130648,South Devon College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,9,2,1,4,2
Torbay,130648,South Devon College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,1,Supp,Supp,Supp,Supp
Torbay,130648,South Devon College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,1,Supp,Supp,Supp,Supp
Torbay,130648,South Devon College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),2,Supp,Supp,Supp,Supp
Torbay,130648,South Devon College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),1,Supp,Supp,Supp,Supp
Torbay,130648,South Devon College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,1,Supp,Supp,Supp,Supp
Torbay,130648,South Devon College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Small Business Management,3,Supp,Supp,Supp,Supp
Torbay,130648,South Devon College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Sports / Movement Science,1,Supp,Supp,Supp,Supp
Torbay,130648,South Devon College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,18,0,3,5,10
Torbay,130648,South Devon College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Stage Management,3,Supp,Supp,Supp,Supp
Plymouth,130649,City College Plymouth,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,1,Supp,Supp,Supp,Supp
Plymouth,130649,City College Plymouth,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,3,Supp,Supp,Supp,Supp
Plymouth,130649,City College Plymouth,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,23,4,0,2,17
Plymouth,130649,City College Plymouth,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,3,Supp,Supp,Supp,Supp
Plymouth,130649,City College Plymouth,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,28,11,7,4,6
Plymouth,130649,City College Plymouth,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Hospitality / Catering Studies,12,2,1,3,6
Plymouth,130649,City College Plymouth,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,30,1,1,7,21
Plymouth,130649,City College Plymouth,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),1,Supp,Supp,Supp,Supp
Plymouth,130649,City College Plymouth,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,2,Supp,Supp,Supp,Supp
Plymouth,130649,City College Plymouth,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,11,0,0,3,8
Plymouth,130649,City College Plymouth,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Stage Management,10,0,1,3,6
