"Number of students passing a BTEC subsidiary diploma (with a single grade structure) by institution, subject and grade achieved",,,,,,,,,,
,,,,,,,Grade achieved,,,
Local Authority,URN,School or college name,Institution Type,Qualification,Subject,Number passed ,Distinction *,Distinction,Merit,Pass
Enfield,102050,Lea Valley High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,2,Supp,Supp,Supp,Supp
Enfield,102050,Lea Valley High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp
Enfield,102050,Lea Valley High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,1,Supp,Supp,Supp,Supp
Enfield,102050,Lea Valley High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,1,Supp,Supp,Supp,Supp
Enfield,102052,Bishop Stopford's School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),5,Supp,Supp,Supp,Supp
Enfield,102052,Bishop Stopford's School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,3,Supp,Supp,Supp,Supp
Enfield,102053,St Anne's Catholic High School for Girls,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,22,8,10,3,1
Enfield,102053,St Anne's Catholic High School for Girls,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Fashion / Textiles Design,1,Supp,Supp,Supp,Supp
Enfield,102053,St Anne's Catholic High School for Girls,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Graphic Design,4,Supp,Supp,Supp,Supp
Enfield,102053,St Anne's Catholic High School for Girls,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,11,4,3,3,1
Enfield,102053,St Anne's Catholic High School for Girls,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,10,3,4,3,0
Enfield,102056,Broomfield School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,1,Supp,Supp,Supp,Supp
Enfield,102056,Broomfield School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,1,Supp,Supp,Supp,Supp
Enfield,102056,Broomfield School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,2,Supp,Supp,Supp,Supp
Haringey,102154,Highgate Wood Secondary School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,6,5,1,0,0
Harrow,102239,Whitmore High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,2,Supp,Supp,Supp,Supp
Hillingdon,102449,Abbotsfield School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,1,Supp,Supp,Supp,Supp
Hillingdon,102451,Harlington School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,3,Supp,Supp,Supp,Supp
Hounslow,102545,Gunnersbury Catholic School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,1,Supp,Supp,Supp,Supp
Kingston upon Thames,102599,Chessington Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),1,Supp,Supp,Supp,Supp
Merton,102673,Ricards Lodge High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,7,7,0,0,0
Merton,102673,Ricards Lodge High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,13,3,1,9,0
Merton,102673,Ricards Lodge High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,1,Supp,Supp,Supp,Supp
Merton,102673,Ricards Lodge High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),2,Supp,Supp,Supp,Supp
Merton,102673,Ricards Lodge High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,2,Supp,Supp,Supp,Supp
Merton,102673,Ricards Lodge High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,5,Supp,Supp,Supp,Supp
Merton,102673,Ricards Lodge High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Stage Management,2,Supp,Supp,Supp,Supp
Merton,102674,Raynes Park High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,4,Supp,Supp,Supp,Supp
Merton,102674,Raynes Park High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,16,5,4,3,4
Merton,102674,Raynes Park High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,5,Supp,Supp,Supp,Supp
Merton,102674,Raynes Park High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,6,2,2,2,0
Merton,102679,Rutlish School,Voluntary Controlled School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,3,Supp,Supp,Supp,Supp
Merton,102679,Rutlish School,Voluntary Controlled School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,2,Supp,Supp,Supp,Supp
Merton,102679,Rutlish School,Voluntary Controlled School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,1,Supp,Supp,Supp,Supp
Merton,102679,Rutlish School,Voluntary Controlled School,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),2,Supp,Supp,Supp,Supp
Merton,102679,Rutlish School,Voluntary Controlled School,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,2,Supp,Supp,Supp,Supp
Merton,102679,Rutlish School,Voluntary Controlled School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,3,Supp,Supp,Supp,Supp
Merton,102681,Wimbledon College,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,2,Supp,Supp,Supp,Supp
Merton,102681,Wimbledon College,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,1,Supp,Supp,Supp,Supp
Merton,102683,Ursuline High School Wimbledon,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,2,Supp,Supp,Supp,Supp
Merton,102683,Ursuline High School Wimbledon,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,15,8,1,1,5
Newham,102786,St Angela's Ursuline School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,10,9,0,1,0
Newham,102786,St Angela's Ursuline School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),1,Supp,Supp,Supp,Supp
Newham,102787,St Bonaventure's RC School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,1,Supp,Supp,Supp,Supp
Newham,102787,St Bonaventure's RC School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,12,5,2,4,1
Newham,102787,St Bonaventure's RC School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),2,Supp,Supp,Supp,Supp
Newham,102787,St Bonaventure's RC School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),3,Supp,Supp,Supp,Supp
Redbridge,102849,Caterham High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,1,Supp,Supp,Supp,Supp
Redbridge,102853,Loxford School of Science and Technology,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,1,Supp,Supp,Supp,Supp
Redbridge,102854,Woodbridge High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,2,Supp,Supp,Supp,Supp
Redbridge,102854,Woodbridge High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,1,Supp,Supp,Supp,Supp
Redbridge,102855,Beal High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,1,Supp,Supp,Supp,Supp
Redbridge,102855,Beal High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,4,Supp,Supp,Supp,Supp
Redbridge,102855,Beal High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,8,0,1,3,4
Redbridge,102855,Beal High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,10,0,2,4,4
Redbridge,102857,Valentines High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,9,5,4,0,0
Redbridge,102858,Mayfield School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,2,Supp,Supp,Supp,Supp
Redbridge,102861,King Solomon High School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,2,Supp,Supp,Supp,Supp
Sutton,103003,Stanley Park High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,1,Supp,Supp,Supp,Supp
Sutton,103003,Stanley Park High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,7,0,2,3,2
Sutton,103003,Stanley Park High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,19,10,3,4,2
Sutton,103003,Stanley Park High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Graphic Design,5,Supp,Supp,Supp,Supp
Sutton,103003,Stanley Park High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Hospitality / Catering Studies,1,Supp,Supp,Supp,Supp
Sutton,103003,Stanley Park High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,14,1,4,8,1
Sutton,103003,Stanley Park High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Photography,3,Supp,Supp,Supp,Supp
Sutton,103003,Stanley Park High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports / Movement Science,6,6,0,0,0
Sutton,103003,Stanley Park High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,7,1,1,1,4
Sutton,103009,The John Fisher School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,3,Supp,Supp,Supp,Supp
Sutton,103009,The John Fisher School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,8,4,1,2,1
Sutton,103013,St Philomena's School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,8,2,6,0,0
Waltham Forest,103106,Holy Family Catholic School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,5,Supp,Supp,Supp,Supp
Waltham Forest,103106,Holy Family Catholic School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,8,5,0,3,0
Waltham Forest,103106,Holy Family Catholic School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,15,9,4,2,0
Birmingham,103494,Dame Elizabeth Cadbury Technology College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,6,3,0,2,1
Birmingham,103494,Dame Elizabeth Cadbury Technology College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,8,3,1,2,2
Birmingham,103494,Dame Elizabeth Cadbury Technology College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,5,Supp,Supp,Supp,Supp
Birmingham,103509,Holte School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,12,4,3,4,1
Birmingham,103509,Holte School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,2,Supp,Supp,Supp,Supp
Birmingham,103513,Cockshut Hill Technology College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,14,2,11,1,0
Birmingham,103513,Cockshut Hill Technology College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,1,Supp,Supp,Supp,Supp
Birmingham,103513,Cockshut Hill Technology College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,8,0,3,3,2
Birmingham,103513,Cockshut Hill Technology College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),2,Supp,Supp,Supp,Supp
Birmingham,103513,Cockshut Hill Technology College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,16,1,7,3,5
Birmingham,103513,Cockshut Hill Technology College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,7,1,0,0,6
Birmingham,103514,Swanshurst School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,16,0,4,3,9
Birmingham,103514,Swanshurst School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,8,1,6,1,0
Birmingham,103514,Swanshurst School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,7,1,0,2,4
Birmingham,103514,Swanshurst School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,33,4,5,4,20
Birmingham,103514,Swanshurst School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,4,Supp,Supp,Supp,Supp
Birmingham,103515,Bournville School and Sixth Form Centre,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,1,Supp,Supp,Supp,Supp
Birmingham,103519,Moseley School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,4,Supp,Supp,Supp,Supp
Birmingham,103519,Moseley School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,1,Supp,Supp,Supp,Supp
Birmingham,103519,Moseley School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,2,Supp,Supp,Supp,Supp
Birmingham,103519,Moseley School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,6,1,2,2,1
Birmingham,103522,John Willmott School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,14,10,1,3,0
Birmingham,103522,John Willmott School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,15,11,4,0,0
Birmingham,103522,John Willmott School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Hospitality / Catering Studies,5,Supp,Supp,Supp,Supp
Birmingham,103522,John Willmott School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Small Business Management,1,Supp,Supp,Supp,Supp
Birmingham,103522,John Willmott School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,1,Supp,Supp,Supp,Supp
Birmingham,103522,John Willmott School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,2,Supp,Supp,Supp,Supp
Birmingham,103533,St Thomas Aquinas Catholic School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,8,4,2,2,0
Birmingham,103537,St Edmund Campion Catholic School & Sixth Form Centre,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,14,7,1,5,1
Birmingham,103537,St Edmund Campion Catholic School & Sixth Form Centre,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,20,10,3,5,2
Birmingham,103537,St Edmund Campion Catholic School & Sixth Form Centre,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,24,13,7,2,2
Birmingham,103537,St Edmund Campion Catholic School & Sixth Form Centre,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,16,14,0,2,0
Birmingham,103537,St Edmund Campion Catholic School & Sixth Form Centre,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,14,8,3,3,0
Birmingham,103541,Archbishop Ilsley Catholic School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,10,1,4,5,0
Birmingham,103541,Archbishop Ilsley Catholic School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,4,Supp,Supp,Supp,Supp
Birmingham,103541,Archbishop Ilsley Catholic School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,2,Supp,Supp,Supp,Supp
Birmingham,103541,Archbishop Ilsley Catholic School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,4,Supp,Supp,Supp,Supp
Birmingham,103548,Small Heath School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,6,3,1,2,0
Birmingham,103550,Great Barr School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,6,0,1,3,2
Birmingham,103550,Great Barr School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),1,Supp,Supp,Supp,Supp
Birmingham,103560,Bishop Challoner Catholic College,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,7,2,1,4,0
Birmingham,103562,King's Norton Boys' School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,1,Supp,Supp,Supp,Supp
Birmingham,103562,King's Norton Boys' School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,1,Supp,Supp,Supp,Supp
Birmingham,103564,St George's School Edgbaston,Independent School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,5,Supp,Supp,Supp,Supp
Birmingham,103564,St George's School Edgbaston,Independent School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,2,Supp,Supp,Supp,Supp
Coventry,103727,Barr's Hill School and Community College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Acting Skills,3,Supp,Supp,Supp,Supp
Coventry,103727,Barr's Hill School and Community College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,19,0,1,2,16
Coventry,103727,Barr's Hill School and Community College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,9,1,3,2,3
Coventry,103727,Barr's Hill School and Community College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,1,Supp,Supp,Supp,Supp
Coventry,103727,Barr's Hill School and Community College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,6,3,0,3,0
Coventry,103727,Barr's Hill School and Community College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,9,1,1,1,6
Coventry,103728,Stoke Park School and Community Technology College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,22,6,11,5,0
Coventry,103732,Foxford School and Community Arts College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,2,Supp,Supp,Supp,Supp
Coventry,103733,Lyng Hall School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,21,10,5,3,3
Coventry,103733,Lyng Hall School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Fine Art,2,Supp,Supp,Supp,Supp
Coventry,103733,Lyng Hall School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,9,6,2,1,0
Coventry,103733,Lyng Hall School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,16,7,0,7,2
Coventry,103733,Lyng Hall School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,5,Supp,Supp,Supp,Supp
Coventry,103733,Lyng Hall School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,2,Supp,Supp,Supp,Supp
Coventry,103736,President Kennedy School and Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,19,9,8,2,0
Coventry,103736,President Kennedy School and Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,14,11,1,2,0
Coventry,103736,President Kennedy School and Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,20,20,0,0,0
